Date,Title,Content,Cleaned_Speech,VADER_Score,VADER_Compound,VADER_Pos,VADER_Neg,VADER_Neu,VADER_Label,Emotions
[people] It is because of his kindness that I got the chance to become the President,I wish that here are those who were with me in my college,"there are some who had great Kohli in those times, this thing should be united, it is a very deep organization.",great kohli time thing united deep organization,"{'neg': 0.0, 'neu': 0.42, 'pos': 0.58, 'compound': 0.7845}",0.7845,0.58,0.0,0.42,positive,"{'anticipation': 2, 'positive': 2, 'trust': 2, 'joy': 1, 'surprise': 1}"
[governance] Apart from that with you,I want to understand that this is the basic duty of any government,"it is their responsibility to do it, it is not a favor, whatever smile has to be done today is all Allah Taala Karma, I did it yesterday, I thanked them, before that the vacant post of American State Secretary is entered.",responsibility favor whatever smile done today allah taala karma yesterday thanked vacant post american state secretary entered,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.7964}",0.7964,0.367,0.0,0.633,positive,"{'joy': 1, 'positive': 1, 'surprise': 1, 'trust': 1}"
[cooperation] The program which Black and his Pakistan approved and quoting from it,he welcomed it,"congratulated the vehicles of Pakistan, I also want to understand that the main reason is caste or unfortunately that is why the government considered our taluka along with America to be an artisan.",congratulated vehicle pakistan also want understand main reason caste unfortunately government considered taluka along america artisan,"{'neg': 0.136, 'neu': 0.791, 'pos': 0.073, 'compound': -0.2732}",-0.2732,0.073,0.136,0.791,negative,"{'positive': 3, 'negative': 2, 'fear': 1}"
[cooperation] And where I mention my best friends,I want to tell you that in the last 15 months,we have worked with America to repair the damage that was done to our relationship and not to assimilate them.,worked america repair damage done relationship assimilate,"{'neg': 0.348, 'neu': 0.652, 'pos': 0.0, 'compound': -0.4939}",-0.4939,0.0,0.348,0.652,negative,"{'anger': 1, 'disgust': 1, 'negative': 1, 'sadness': 1}"
[welfare] I am very concerned about the fact that he is the mine of happiness and progress of Pakistan,so he is not such a person,"but unfortunately, the National Inter School was sacrificed for the sake of caste disloyalty, the losses due to him.",unfortunately national inter school sacrificed sake caste disloyalty loss due,"{'neg': 0.37, 'neu': 0.63, 'pos': 0.0, 'compound': -0.5719}",-0.5719,0.0,0.37,0.63,negative,"{'negative': 3, 'sadness': 2, 'trust': 1, 'anger': 1, 'fear': 1}"
[general] This is not just an example in front of you,there are countless things in front of you,"but Mashi - if this has given you trouble over the matter, then I will keep myself focused on this so that whatever is the matter, which is our business tonight's mushi and our economy which is  Let us take it forward.",mashi given trouble matter keep focused whatever matter business tonight mushi economy let u take forward,"{'neg': 0.146, 'neu': 0.595, 'pos': 0.259, 'compound': 0.0258}",0.0258,0.259,0.146,0.595,neutral,"{'trust': 1, 'positive': 1}"
[finance] I was telling you that after the IMF,friends,you praised me.,praised,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4939}",0.4939,1.0,0.0,0.0,positive,"{'joy': 1, 'positive': 1}"
[general] At night,she told me,"' Well done, well done, you have come to Majin' and when she used the word Majin, we understood very well what she was talking about.",well done well done come majin used word majin understood well talking,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6486}",0.6486,0.412,0.0,0.588,positive,"{'positive': 1, 'trust': 1}"
[corruption] Maa ji,petitions were filed against me and a trust deficit was created,"which created a lot of trouble and because of the gaps, they came against it, but due to the incompetence of you and your team, the Finance Minister, this program has come to a halt again.",created lot trouble gap came due incompetence team finance minister program come halt,"{'neg': 0.333, 'neu': 0.556, 'pos': 0.111, 'compound': -0.6124}",-0.6124,0.111,0.333,0.556,negative,"{'negative': 2, 'trust': 1}"
[finance] So I congratulate you and then we had a meeting in Paris and I assured him that it was definitely not possible to achieve this without your personal support and he also said that this issue was raised in the road that Pakistan Whatever IMF conditional artiste was given to him,he did not do it,so what is the guarantee that this matter will go on now?,guarantee matter go,"{'neg': 0.0, 'neu': 0.244, 'pos': 0.756, 'compound': 0.2732}",0.2732,0.756,0.0,0.244,positive,"{'positive': 1, 'trust': 1}"
[cooperation] Yesterday when I talked to you in Paris,first in the hotel,"I immediately talked to him, I called him, absolutely fine, you are ours, but now my talk is done, tonight both the teams will meet Pakistan.",immediately talked called absolutely fine talk done tonight team meet pakistan,"{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.2716}",0.2716,0.173,0.0,0.827,positive,"{'anticipation': 1, 'negative': 1, 'positive': 2, 'trust': 1}"
[action] Surely after that,his team would stay awake all night for the next few nights and with great efforts they would open the things again,increase the text press and do all those things.,increase text press thing,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.3182}",0.3182,0.434,0.0,0.566,positive,{'positive': 1}
[finance] When I talked to HD,he told me that congratulations to you,Islamic Government Bank has made one million comments and the gap of one million dollars has been reduced to the remaining amount.,islamic government bank made one million comment gap one million dollar reduced remaining amount,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neutral,"{'fear': 1, 'negative': 2, 'trust': 1}"
[finance] Alhamdulillah,Dad Saheb has filled that gap,"so I  I have told you the whole thing because it means that no matter is hidden from you because if I do not share these things of mine which are the crimes of Mittal, then I will keep this thing in my heart and then the meaning behind it will not come out, you know.",told whole thing mean matter hidden share thing mine crime mittal keep thing heart meaning behind come know,"{'neg': 0.161, 'neu': 0.688, 'pos': 0.151, 'compound': -0.296}",-0.296,0.151,0.161,0.688,negative,"{'negative': 2, 'anticipation': 1, 'joy': 1, 'positive': 1, 'trust': 1, 'anger': 1}"
[governance] We all should know that Puri Com should know that this strange program that we have done,some big and some less,is a big success in the sense that we are with God who considered us as default.,big success sense god considered u default,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.7003}",0.7003,0.592,0.0,0.408,positive,"{'anticipation': 2, 'joy': 2, 'positive': 3, 'fear': 2, 'trust': 1, 'disgust': 1, 'negative': 1, 'sadness': 1}"
[finance] But there is no success according to this,we have reduced a huge amount,"I have saved Pakistan from some defaults, if you tell me, then Com itself is a great service to this country and everyone has put their efforts in it, I am giving its picture to you all.",saved pakistan default tell com great service country everyone put effort giving picture,"{'neg': 0.0, 'neu': 0.518, 'pos': 0.482, 'compound': 0.8519}",0.8519,0.482,0.0,0.518,positive,"{'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'positive': 2}"
[finance] Alhamdulillah for you,Saudi,"from now on, one dollar has come to our treasury.",one dollar come treasury,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.2023}",0.2023,0.375,0.0,0.625,positive,{}
[finance] Where have the reserves reached sir,and we have reached this level with full payment,"which was higher than the government, on April 11, 2022, the reserves it also had were the same 14-15 billion dollars, so we have almost reached a few levels, Allah.",higher government april reserve also billion dollar almost reached level allah,"{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.0276}",0.0276,0.1,0.0,0.9,neutral,"{'fear': 1, 'negative': 1, 'positive': 2, 'trust': 1}"
[finance] There is no much difficulty in it,it is a commercial launcher,"it is not an easy thing to roll them over, it includes soap loan, it is a commercial loan professional, so I want to tell you without any hesitation, if these five dollars can be used from time to time.",easy thing roll includes soap loan commercial loan professional want tell without hesitation five dollar used time time,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.6142}",0.6142,0.286,0.0,0.714,positive,"{'positive': 1, 'trust': 1, 'fear': 1, 'negative': 1, 'anticipation': 2}"
[finance] Had there been no roll over,God said,we would have defaulted or would have been in a very difficult situation.,would defaulted would difficult situation,"{'neg': 0.385, 'neu': 0.615, 'pos': 0.0, 'compound': -0.3612}",-0.3612,0.0,0.385,0.615,negative,{'fear': 1}
[development] Now come ahead,we have got this building space,"this is the structure, you are a great Pakistan, you produce, you do computers, you do all the things.",structure great pakistan produce computer thing,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.6249}",0.6249,0.451,0.0,0.549,positive,"{'positive': 1, 'trust': 1}"
[governance] Be afraid,that much is present,but allow me to tell you that your brother's and some other businessmen from Pakistan keep honesty.,allow tell brother businessmen pakistan keep honesty,"{'neg': 0.0, 'neu': 0.495, 'pos': 0.505, 'compound': 0.6249}",0.6249,0.505,0.0,0.495,positive,"{'positive': 2, 'trust': 2}"
[finance] What is the reason for the honesty that Bangladesh's textiles,their garments are 100% imported by Pakistan,"on terms of theirs, can I give them our cotton?",term give cotton,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neutral,{}
[development] There was a time when 14 million were there,today last year it was reduced to 3-4 million base,in this I want to talk to you about failure collective failure government,want talk failure collective failure government,"{'neg': 0.606, 'neu': 0.275, 'pos': 0.119, 'compound': -0.743}",-0.743,0.119,0.606,0.275,negative,"{'positive': 1, 'disgust': 2, 'fear': 3, 'negative': 3, 'sadness': 2}"
[governance] It is not acceptable for us to face that we have to spend money to bring our modern technology,it is not acceptable to us,"this tai of the government, the facilitation and support that you need has not been given, at all, the money that should have been given to the research centers where I should have gone.",tai government facilitation support need given money given research center gone,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.4019}",0.4019,0.213,0.0,0.787,positive,"{'fear': 1, 'negative': 1, 'anger': 1, 'anticipation': 1, 'joy': 1, 'positive': 2, 'surprise': 1, 'trust': 2}"
[development] But the samples had to be collected very late and for that,she had to build her own roads in the villages,"her own account, market road and research and development so that the production of Parekar songs could be bigger and the other good content would bring more sweetness in it and the other ones today.",account market road research development production parekar song could bigger good content would bring sweetness one today,"{'neg': 0.0, 'neu': 0.711, 'pos': 0.289, 'compound': 0.7269}",0.7269,0.289,0.0,0.711,positive,"{'trust': 3, 'anticipation': 2, 'positive': 4, 'joy': 2, 'surprise': 1}"
[development] These are the modern techniques in the world,how do you convert them from Maulasar to your Indo-Edit product and export,"just put your song and make your sugar and B thinks it and earn money every day and I know that when I  Here was the end of Punjab 100, now I have put my form in the market to make the road of memories, those high quality roads have been made, but they should be made because the child has this, I have made you a fan, not to embrace you but for my own sake.",put song make sugar b think earn money every day know end punjab put form market make road memory high quality road made made child made fan embrace sake,"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.5574}",0.5574,0.15,0.0,0.85,positive,"{'positive': 5, 'anger': 1, 'anticipation': 3, 'joy': 3, 'surprise': 2, 'trust': 2}"
[development] This is a challenge and if we do not understand it today,you know me well,"you know me better, in what way Nawaz Sharif, in his DI, announced an economic reform program in 1990, when he was elected Prime Minister of Pakistan, he carried out economic reforms.",know better way nawaz sharif di announced economic reform program elected prime minister pakistan carried economic reform,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4404}",0.4404,0.153,0.0,0.847,positive,{'positive': 3}
[policy] In which he also opened the e-mail to those who finished the basket of crunches,had confidence in him,"how many powerful expressions came out on him, on the businessman, on the com, and in the times of Manmohan Singh, among his friends, he replicated it and copied it.",many powerful expression came businessman com time manmohan singh among friend replicated copied,"{'neg': 0.0, 'neu': 0.647, 'pos': 0.353, 'compound': 0.7184}",0.7184,0.353,0.0,0.647,positive,"{'anger': 1, 'anticipation': 2, 'disgust': 1, 'fear': 1, 'joy': 2, 'positive': 2, 'trust': 2}"
[policy] Brother,this is the program of Pakistan,"we have to bring it to India and they did it exactly and their economy was even more than ours, it was totally in water type, they had so many horses and mantises and so many R.K.",bring india exactly economy even totally water type many horse mantis many rk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neutral,{'trust': 2}
[policy] There were more procedures than us and their industry was more Bepana,they were nationalized,"I was you in Qatar, Angana was in Nehru, they had done every Ashtness with themselves, the purpose of eating is that we were ahead of them, today India is ahead of them and we are ahead of them.",qatar angana nehru done every ashtness purpose eating ahead today india ahead ahead,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neutral,{'positive': 3}
[development] So this is the challenge in front of us,we looked at it very honestly with our very own Sanjeet ji,"profit is your right, you can filter from them, you should not object but this is not the meaning of date, story and with profit, give profit, they are not invested.",profit right filter object meaning date story profit give profit invested,"{'neg': 0.0, 'neu': 0.479, 'pos': 0.521, 'compound': 0.8271}",0.8271,0.521,0.0,0.479,positive,{}
[policy] In further industrialism father research and development when opportunity is more efficiency more competition le d in d cost of production and vicem cooperative note on dolls and and dose d lollipop from d government of Pakistan so it happens till date I am sorry so today if  This is a program of IMF,we have to give it to us with great courage,we have to take full advantage of it.,take full advantage,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.25}",0.25,0.5,0.0,0.5,positive,{'positive': 2}
[governance] During the meeting,I thanked all of them and said,"please tell us the misfortune in the power of nails, where there is a position to increase and that is definitely the demand of imo, but where will the debt take me till now.",please tell u misfortune power nail position increase definitely demand imo debt take till,"{'neg': 0.207, 'neu': 0.415, 'pos': 0.378, 'compound': 0.5106}",0.5106,0.378,0.207,0.415,positive,"{'fear': 1, 'negative': 3, 'sadness': 2, 'positive': 1, 'anger': 1}"
[governance] This is the thing,see,"I am talking to you with great respect and in such a manner that there are line nosers, no doubt there are transmission losses, there is no doubt the billing, I will definitely tell you, I am sitting with Chaudhary Saheb, someone's own goes to someone's.",talking great respect manner line nosers doubt transmission loss doubt billing definitely tell sitting chaudhary saheb someone go someone,"{'neg': 0.242, 'neu': 0.43, 'pos': 0.328, 'compound': 0.5574}",0.5574,0.328,0.242,0.43,positive,"{'anticipation': 1, 'joy': 1, 'positive': 1, 'trust': 3, 'fear': 3, 'negative': 3, 'sadness': 3, 'anger': 1}"
[corruption] Straight blunt with you and blind with myself are our mistakes,where there is weakness in the government,where Alka is the son of this mother in connivance.,alka son mother connivance,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neutral,"{'anticipation': 1, 'joy': 1, 'negative': 1, 'positive': 1, 'sadness': 1, 'trust': 1}"
[governance] Look,now tell me that you are talking about the new Texas,"you will be taxed a bit, you are right, but the Texas which you are engaged in, you are right.",taxed bit right texas engaged right,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.4019}",0.4019,0.351,0.0,0.649,positive,"{'anticipation': 1, 'joy': 1, 'positive': 1, 'trust': 1}"
[finance] Mother,if they do not pay Aadhaar,"then additional taxation will not be applicable, then what will be the gap, i.e. if the gap is ₹ 100, if you have accepted that we have to pay ₹ 100, whether it is the industry, the Congress, the trade, the night or even the professional general.",additional taxation applicable gap ie gap accepted pay whether industry congress trade night even professional general,"{'neg': 0.08, 'neu': 0.8, 'pos': 0.12, 'compound': 0.1779}",0.1779,0.12,0.08,0.8,positive,"{'negative': 2, 'anticipation': 1, 'joy': 1, 'positive': 3, 'trust': 5, 'disgust': 1}"
[finance] If you bring it from the story,you will print notes there or impose taxes,"then we cannot progress the world like this, so I have to understand that now we have to do this with basic structure reforms.",progress world like understand basic structure reform,"{'neg': 0.0, 'neu': 0.485, 'pos': 0.515, 'compound': 0.6486}",0.6486,0.515,0.0,0.485,positive,"{'anticipation': 1, 'joy': 1, 'positive': 3, 'trust': 1}"
[policy] We will have to bring,we will have to describe it to our natural tax and let me say that together we all will have to adopt it,"without you understanding that on top of that man is a lock, he is a Jat, he can do it whenever he wants, it is his power, but news.",without understanding top man lock jat whenever want power news,"{'neg': 0.146, 'neu': 0.734, 'pos': 0.119, 'compound': -0.0752}",-0.0752,0.119,0.146,0.734,negative,"{'positive': 2, 'trust': 2, 'anticipation': 1}"
[policy] This is not his name,otherwise why does he say to work hard and work hard,"work hard, so I want to understand that today I have this meeting, she came from her house, do I want you to be very one with you I  Means they will be bill obviously you know community item next one so that the system can run further religion is the government which says and then gives comment to that too but the life of yoko ka is less, you will have to sacrifice less from hisar, it's which is about hard ka ye koi",work hard want understand today meeting came house want one mean bill obviously know community item next one system run religion government say give comment life yoko ka less sacrifice less hisar hard ka ye koi,"{'neg': 0.075, 'neu': 0.856, 'pos': 0.07, 'compound': -0.0516}",-0.0516,0.07,0.075,0.856,negative,"{'positive': 1, 'trust': 2, 'fear': 1, 'negative': 1}"
[general] There is no sweets or kheer,poor man,see where he has gone.,see gone,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neutral,{}
[general] Honest was yours but what about Do's Million Haveli Family in this country,it is difficult for those who have this life to live,"it is difficult for them to take the big decision of taking mother's medicine for illness in this loneliness, when education does not come for the child, Jyoti does not come, Eid Get them new clothes at night, so let them have heart, I understand that this is the challenge which if we make exporting today, then it will become a punishment.",difficult take big decision taking mother medicine illness loneliness education come child jyoti come eid get new clothes night let heart understand challenge make exporting today become punishment,"{'neg': 0.315, 'neu': 0.648, 'pos': 0.037, 'compound': -0.872}",-0.872,0.037,0.315,0.648,negative,"{'fear': 5, 'anticipation': 2, 'joy': 2, 'negative': 5, 'positive': 2, 'sadness': 3, 'trust': 1, 'anger': 2, 'disgust': 1}"
[development] If you go to Japan,if it is small or Honda or whatever,"80% of the parts and components that are made are made like this, for some time, this is where you are.",part component made made like time,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}",0.3612,0.333,0.0,0.667,positive,{'anticipation': 1}
[development] Jain went to South Korea,you went to Germany,"Jain is the driving engine of the bigger industrial umpires in the Assamese All of D World RD, the sad ones do not ask him, now the three billion dollars, the debt, the big ones who took away the Bhajan houses they have.",jain driving engine bigger industrial umpire assamese world rd sad one ask three billion dollar debt big one took away bhajan house,"{'neg': 0.219, 'neu': 0.781, 'pos': 0.0, 'compound': -0.6808}",-0.6808,0.0,0.219,0.781,negative,"{'positive': 1, 'trust': 1, 'negative': 1, 'sadness': 1}"
[policy] Reply to com,how much did they increase in export proportionality,"export, in the same way, I am your chamber, I remember when I, you, your elders, you did me exactly, then for the first time, we installed a research center in the chamber and there were missiles so that the Apna members hain, they get benefit replicated and multiplied 13 times over which over Pakistan Center he died, Apna Multan broke and all uncle but I mean this is this da way they have you accept and start from dr and say goodbye and stand up say no tu",export way chamber remember elder exactly first time installed research center chamber missile apna member hain get benefit replicated multiplied time pakistan center died apna multan broke uncle mean da way accept start dr say goodbye stand say tu,"{'neg': 0.136, 'neu': 0.745, 'pos': 0.119, 'compound': -0.2023}",-0.2023,0.119,0.136,0.745,negative,"{'positive': 4, 'trust': 3, 'anticipation': 3, 'fear': 2, 'negative': 1, 'sadness': 1}"
[general] Note,this will happen without hard work and without vision and Shabana has made India through sacrifices every day,"we have to be ready for that, first of all you and our time are broken, I do n't give them many friends, what has happened to them in the times of great people.",ready first time broken nt give many friend happened time great people,"{'neg': 0.148, 'neu': 0.383, 'pos': 0.469, 'compound': 0.7717}",0.7717,0.469,0.148,0.383,positive,"{'anticipation': 3, 'anger': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'joy': 1, 'positive': 1, 'trust': 1}"
[corruption] Those who reduced the bar and arrested them,when they planted blessings on Manju,"planted land, arrested them and planted so many ridiculous and baseless in-laws, and what they have come out till date, all that is in front of you.",planted land arrested planted many ridiculous baseless inlaws come till date front,"{'neg': 0.359, 'neu': 0.641, 'pos': 0.0, 'compound': -0.6808}",-0.6808,0.0,0.359,0.641,negative,"{'positive': 1, 'anger': 1, 'disgust': 1, 'negative': 2, 'trust': 1}"
[policy] And in the present times,the Manjuves whose foundation was laid by Nawaz Sharif,"Nawaz Sharif has completed the times with 20-20 hours because you will remember that if there is no favor for them, then duty is responsibility, with Allah Almighty, may you be infinitely merciful and kid off.",nawaz sharif completed time hour remember favor duty responsibility allah almighty may infinitely merciful kid,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4019}",0.4019,0.162,0.0,0.838,positive,"{'anticipation': 1, 'positive': 2}"
[governance] Me and Nawaz Sharif,all the people are complete in their duty,"today I had known about Alim ji of electricity, in our time, I had installed two of them in Punjab, so we had installed them, it was complete, guess what, it was to be completed in November of 2019, 2017-18.",today known alim ji electricity time installed two punjab installed complete guess completed november,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neutral,"{'positive': 1, 'anticipation': 1, 'surprise': 1}"
[corruption] I had started doing less on him,everything,"our friendship had closed, the importance of LCM had also gone and till date 2019, now in these 6 years, tell me who is responsible for the 30-40 that has happened, this 30-40 is now worth Rs.",friendship closed importance lcm also gone till date year tell responsible happened worth r,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.8225}",0.8225,0.516,0.0,0.484,positive,"{'joy': 1, 'positive': 4, 'trust': 2, 'anticipation': 1}"
[general] But I can give but this is not going,you are depressed,"hostel, it means you have a self, do your own investigation right from the head till the lake, do a complete account of where we were and where we came, now tell us about the first time here, the second one.",hostel mean self investigation right head till lake complete account came tell u first time second one,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neutral,"{'anticipation': 2, 'trust': 1}"
[development] I created the status of 1122,this monsoon,I spread it all over Punjab because it had become very powerful.,spread punjab become powerful,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.4215}",0.4215,0.483,0.0,0.517,positive,"{'anger': 1, 'anticipation': 1, 'disgust': 1, 'fear': 1, 'joy': 1, 'positive': 1, 'trust': 1}"
[governance] It is in your name that you turned it on with honesty and openness and you took it and moved ahead,it is this time that you stand up to accept the challenge and my reward is that this can happen despite the arrangement,"there is no difficulty in it, it is Difficult but not impossible, this is exactly what Mishra is, what is he afraid of, then see what God does, this is like Pakistan, you Pakistan is involved in it, the past is rice, they have immense contribution in this and see, remember this thing, perhaps you must be understanding this.",difficulty difficult impossible exactly mishra afraid see god like pakistan pakistan involved past rice immense contribution see remember thing perhaps must understanding,"{'neg': 0.178, 'neu': 0.655, 'pos': 0.167, 'compound': -0.0772}",-0.0772,0.167,0.178,0.655,negative,"{'anger': 1, 'fear': 4, 'negative': 3, 'sadness': 2, 'anticipation': 1, 'joy': 1, 'positive': 3, 'trust': 2}"
[general] People used to say that I have a big connection with Musharraf,so where did I reach in Jai,"I also went with my brother in Athak, I also went with my brother in Imran Khan's rule.",also went brother athak also went brother imran khan rule,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neutral,"{'positive': 2, 'trust': 4, 'fear': 2}"
[general] The journey came,you all know with Dhari Saheb,"with my niece, with my colleagues, take note of my words that the situation in Pakistan has come to a standstill today, which I have just shown a picture of, happily, in front of you, the situation demands.",niece colleague take note word situation pakistan come standstill today shown picture happily front situation demand,"{'neg': 0.079, 'neu': 0.733, 'pos': 0.188, 'compound': 0.4767}",0.4767,0.188,0.079,0.733,positive,"{'positive': 2, 'trust': 1, 'anger': 2, 'negative': 2, 'joy': 1}"
[development] If this mother has to run her house,then more than love and affection,"together we have reached the destination of each and every one, whatever happened to her, you took her along with her.",together reached destination every one whatever happened took along,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.1027}",0.1027,0.149,0.0,0.851,positive,"{'anticipation': 1, 'fear': 1, 'joy': 1, 'positive': 1, 'sadness': 1, 'surprise': 1}"
[development] If we have to present the picture without the yellowing of the industry,then  We will have to eliminate the small ones,ours and Jat's eggs.,jat egg,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neutral,{}
[general] Tell him the medicines,if there is a burning sensation,"now the better the fertilizer is, the better you can go to my house to get input pulses.",better fertilizer better go house get input pulse,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.7003}",0.7003,0.492,0.0,0.508,positive,{}
[general] Please forgive me,you should take care of the black sisters where you have the right to give advice to the government so that  Get your rights done there,you should do a social boycott of almost all the houses among your Safo's.,social boycott almost house among safos,"{'neg': 0.315, 'neu': 0.685, 'pos': 0.0, 'compound': -0.3182}",-0.3182,0.0,0.315,0.685,negative,{'negative': 1}
[general] I have given a few examples,these are many spices of Master Mishra,so I understand that the matter has gone too far but I think I am.,understand matter gone far think,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.0258}",0.0258,0.216,0.0,0.784,neutral,{}
2022-09-29 00:00:00,Prime Minister Shehbaz Sharif Addresses a Ceremony in Islamabad - 29-09-2022,"""",,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,neutral,{}
2022-11-25 00:00:00,Prime Minister Shehbaz Sharif and Turk President Tayyip Erdogan Joint Press Conference 25 11 2022,"""",,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,neutral,{}
[development] Our two countries have deep historical,cultural,and human ties and Pakistan has always had its special place in the heart of Turkish people.,human tie pakistan always special place heart turkish people,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}",0.4019,0.252,0.0,0.748,positive,"{'joy': 1, 'positive': 1}"
[cooperation] We solidarity and mutual support between our two countries and peoples,particularly during difficult times,is unmatched.,unmatched,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.0772}",-0.0772,0.0,1.0,0.0,negative,{}
[cooperation] And with this understanding in mind,following the flood disasters of the past months,we immediately rushed to the aid of our Pakistani sisters and brothers with all the means that we had.,immediately rushed aid pakistani sister brother mean,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neutral,"{'anticipation': 1, 'negative': 1, 'positive': 3, 'trust': 1}"
[cooperation] Turkey and Pakistan share common values and react in solidarity in regional and international platforms like the U.N,the Organization of Islamic Cooperation,"the Organization of Economic Cooperation, and the D8.",organization economic cooperation,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neutral,"{'anticipation': 1, 'joy': 1, 'positive': 2, 'surprise': 1, 'trust': 2}"
[action] Establishing peace and stability in Afghanistan,by the way,is essential in terms of common threats and common risks.,essential term common threat common risk,"{'neg': 0.579, 'neu': 0.421, 'pos': 0.0, 'compound': -0.6705}",-0.6705,0.0,0.579,0.421,negative,"{'positive': 1, 'anger': 1, 'fear': 2, 'negative': 2, 'anticipation': 1}"
[general] Your Excellency,my brother president,"honorable ministers, excellencies, distinguished members of media, ladies and gentlemen, assalamu alaikum and a very good evening.",honorable minister excellency distinguished member medium lady gentleman assalamu alaikum good evening,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.872}",0.872,0.524,0.0,0.476,positive,"{'positive': 3, 'trust': 3, 'anticipation': 1, 'joy': 1, 'surprise': 1}"
[general] And I want to assure you that since we have also gone through these tragedies,the people of Pakistan had also paid huge price,very valuable lives; thousands of people led the life to defeat terrorism in Pakistan.,valuable life thousand people led life defeat terrorism pakistan,"{'neg': 0.455, 'neu': 0.359, 'pos': 0.186, 'compound': -0.6705}",-0.6705,0.186,0.455,0.359,negative,"{'positive': 1, 'negative': 2, 'anger': 1, 'disgust': 1, 'fear': 1, 'sadness': 1}"
[cooperation] And this joint cooperation manufacturing these wonderful sea machines in Turkey and Pakistan is a manifestation of our sincerity,purpose,"and our commitment to enhance our mutual cooperation in various walks of life: trade, investment, culture, history, agriculture, industry, defense.",commitment enhance mutual cooperation various walk life trade investment culture history agriculture industry defense,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.4767}",0.4767,0.255,0.0,0.745,positive,"{'positive': 6, 'trust': 2, 'anger': 1, 'anticipation': 1, 'fear': 1}"
